Entity,Type,Superclass(es),http://www.w3.org/2000/01/rdf-schema#label,http://edamontology.org/created_in,http://www.geneontology.org/formats/oboInOwl#hasDefinition,
http://edamontology.org/data_2674,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Cavia porcellus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Cavia porcellus' division).'",
http://edamontology.org/data_2675,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Ciona intestinalis')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Ciona intestinalis' division).'",
http://edamontology.org/data_2676,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Ciona savignyi')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Ciona savignyi' division).'",
http://edamontology.org/data_2677,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Danio rerio')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Danio rerio' division).'",
http://edamontology.org/data_2678,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Dasypus novemcinctus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Dasypus novemcinctus' division).'",
http://edamontology.org/data_2679,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Echinops telfairi')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Echinops telfairi' division).'",
http://edamontology.org/data_2680,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Erinaceus europaeus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Erinaceus europaeus' division).'",
http://edamontology.org/data_2681,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Felis catus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Felis catus' division).'",
http://edamontology.org/data_2682,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Gallus gallus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Gallus gallus' division).'",
http://edamontology.org/data_2683,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Gasterosteus aculeatus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Gasterosteus aculeatus' division).'",
http://edamontology.org/data_2684,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Homo sapiens')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Homo sapiens' division).'",
http://edamontology.org/data_2685,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Loxodonta africana')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Loxodonta africana' division).'",
http://edamontology.org/data_2686,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Macaca mulatta')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Macaca mulatta' division).'",
http://edamontology.org/data_2687,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Monodelphis domestica')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Monodelphis domestica' division).'",
http://edamontology.org/data_2688,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Mus musculus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Mus musculus' division).'",
http://edamontology.org/data_2689,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Myotis lucifugus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Myotis lucifugus' division).'",
http://edamontology.org/data_2690,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Ornithorhynchus anatinus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Ornithorhynchus anatinus' division).'",
http://edamontology.org/data_2691,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Oryctolagus cuniculus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Oryctolagus cuniculus' division).'",
http://edamontology.org/data_2692,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Oryzias latipes')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Oryzias latipes' division).'",
http://edamontology.org/data_2693,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Otolemur garnettii')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Otolemur garnettii' division).'",
http://edamontology.org/data_2694,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Pan troglodytes')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Pan troglodytes' division).'",
http://edamontology.org/data_2695,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Rattus norvegicus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Rattus norvegicus' division).'",
http://edamontology.org/data_2696,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Spermophilus tridecemlineatus')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Spermophilus tridecemlineatus' division).'",
http://edamontology.org/data_2697,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Takifugu rubripes')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Takifugu rubripes' division).'",
http://edamontology.org/data_2698,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Tupaia belangeri')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Tupaia belangeri' division).'",
http://edamontology.org/data_2699,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Ensembl ID ('Xenopus tropicalis')'","'beta12orEarlier'","'Identifier of an entry (exon, gene, transcript or protein) from the Ensembl 'core' database ('Xenopus tropicalis' division).'",
http://edamontology.org/data_2700,Class,http://edamontology.org/data_1038	http://edamontology.org/data_2091,"'CATH identifier'","'beta12orEarlier'","'Identifier of a protein domain (or other node) from the CATH database.'",
http://edamontology.org/data_2701,Class,http://edamontology.org/data_1043,"'CATH node ID (family)'","'beta12orEarlier'","'A code number identifying a family from the CATH database.'",
http://edamontology.org/data_2702,Class,http://edamontology.org/data_2321	http://edamontology.org/data_2091,"'Enzyme ID (CAZy)'","'beta12orEarlier'","'Identifier of an enzyme from the CAZy enzymes database.'",
http://edamontology.org/data_2704,Class,http://edamontology.org/data_1855	http://edamontology.org/data_2091,"'Clone ID (IMAGE)'","'beta12orEarlier'","'A unique identifier assigned by the I.M.A.G.E. consortium to a clone (cloned molecular sequence).'",
http://edamontology.org/data_2705,Class,http://edamontology.org/data_1176,"'GO concept ID (cellular component)'","'beta12orEarlier'","'An identifier of a 'cellular component' concept from the Gene Ontology.'",
http://edamontology.org/data_2706,Class,http://edamontology.org/data_0987,"'Chromosome name (BioCyc)'","'beta12orEarlier'","'Name of a chromosome as used in the BioCyc database.'",
http://edamontology.org/data_2709,Class,http://edamontology.org/data_1080	http://edamontology.org/data_2091,"'CleanEx entry name'","'beta12orEarlier'","'An identifier of a gene expression profile from the CleanEx database.'",
http://edamontology.org/data_2710,Class,http://edamontology.org/data_1078,"'CleanEx dataset code'","'beta12orEarlier'","'An identifier of (typically a list of) gene expression experiments catalogued in the CleanEx database.'",
http://edamontology.org/data_2711,Class,http://edamontology.org/data_2530,"'Genome report'","'beta12orEarlier'","'A human-readable collection of information concerning a genome as a whole.'",
http://edamontology.org/data_2713,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'Protein ID (CORUM)'","'beta12orEarlier'","'Unique identifier for a protein complex from the CORUM database.'",
http://edamontology.org/data_2714,Class,http://edamontology.org/data_1115	http://edamontology.org/data_2091,"'CDD PSSM-ID'","'beta12orEarlier'","'Unique identifier of a position-specific scoring matrix from the CDD database.'",
http://edamontology.org/data_2715,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'Protein ID (CuticleDB)'","'beta12orEarlier'","'Unique identifier for a protein from the CuticleDB database.'",
http://edamontology.org/data_2716,Class,http://edamontology.org/data_2911	http://edamontology.org/data_2091,"'DBD ID'","'beta12orEarlier'","'Identifier of a predicted transcription factor from the DBD database.'",
http://edamontology.org/data_2717,Class,http://edamontology.org/data_3115,"'Oligonucleotide probe annotation'","'beta12orEarlier'","'General annotation on an oligonucleotide probe, or a set of probes.'",
http://edamontology.org/data_2718,Class,http://edamontology.org/data_2901	http://edamontology.org/data_2119,"'Oligonucleotide ID'","'beta12orEarlier'","'Identifier of an oligonucleotide from a database.'",
http://edamontology.org/data_2719,Class,http://edamontology.org/data_2718	http://edamontology.org/data_2091,"'dbProbe ID'","'beta12orEarlier'","'Identifier of an oligonucleotide probe from the dbProbe database.'",
http://edamontology.org/data_2720,Class,http://edamontology.org/data_2088,"'Dinucleotide property'","'beta12orEarlier'","'Physicochemical property data for one or more dinucleotides.'",
http://edamontology.org/data_2721,Class,http://edamontology.org/data_2718	http://edamontology.org/data_2091,"'DiProDB ID'","'beta12orEarlier'","'Identifier of an dinucleotide property from the DiProDB database.'",
http://edamontology.org/data_2722,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Protein features report (disordered structure)'","'beta12orEarlier'","'disordered structure in a protein.'",
http://edamontology.org/data_2723,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'Protein ID (DisProt)'","'beta12orEarlier'","'Unique identifier for a protein from the DisProt database.'",
http://edamontology.org/data_2724,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Embryo report'","'beta12orEarlier'","'Annotation on an embryo or concerning embryological development.'",
http://edamontology.org/data_2725,Class,http://edamontology.org/data_2769	http://edamontology.org/data_2610	http://edamontology.org/data_2091,"'Ensembl transcript ID'","'beta12orEarlier'","'Unique identifier for a gene transcript from the Ensembl database.'",
http://edamontology.org/data_2726,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Inhibitor annotation'","'beta12orEarlier'","'An informative report on one or more small molecules that are enzyme inhibitors.'",
http://edamontology.org/data_2727,Class,http://edamontology.org/data_0976,"'Promoter ID'","'beta12orEarlier'","'An identifier of a promoter of a gene that is catalogued in a database.'",
http://edamontology.org/data_2728,Class,http://edamontology.org/data_1855,"'EST accession'","'beta12orEarlier'","'Identifier of an EST sequence.'",
http://edamontology.org/data_2729,Class,http://edamontology.org/data_2728	http://edamontology.org/data_2091,"'COGEME EST ID'","'beta12orEarlier'","'Identifier of an EST sequence from the COGEME database.'",
http://edamontology.org/data_2730,Class,http://edamontology.org/data_2728	http://edamontology.org/data_2091,"'COGEME unisequence ID'","'beta12orEarlier'","'Identifier of a unisequence from the COGEME database.'",
http://edamontology.org/data_2731,Class,http://edamontology.org/data_2091	http://edamontology.org/data_2910,"'Protein family ID (GeneFarm)'","'beta12orEarlier'","'Accession number of an entry (family) from the TIGRFam database.'",
http://edamontology.org/data_2732,Class,http://edamontology.org/data_1868,"'Family name'","'beta12orEarlier'","'The name of a family of organism.'",
http://edamontology.org/data_2733,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Genus name (virus)'","'beta12orEarlier'","'The name of a genus of viruses.'",
http://edamontology.org/data_2734,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Family name (virus)'","'beta12orEarlier'","'The name of a family of viruses.'",
http://edamontology.org/data_2735,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Database name (SwissRegulon)'","'beta12orEarlier'","'The name of a SwissRegulon database.'",
http://edamontology.org/data_2736,Class,http://edamontology.org/data_1015	http://edamontology.org/data_2091,"'Sequence feature ID (SwissRegulon)'","'beta12orEarlier'","'A feature identifier as used in the SwissRegulon database.'",
http://edamontology.org/data_2737,Class,http://edamontology.org/data_2295	http://edamontology.org/data_2091,"'FIG ID'","'beta12orEarlier'","'A unique identifier of gene in the NMPDR database.'",
http://edamontology.org/data_2738,Class,http://edamontology.org/data_2295	http://edamontology.org/data_2091,"'Gene ID (Xenbase)'","'beta12orEarlier'","'A unique identifier of gene in the Xenbase database.'",
http://edamontology.org/data_2739,Class,http://edamontology.org/data_2295	http://edamontology.org/data_2091,"'Gene ID (Genolist)'","'beta12orEarlier'","'A unique identifier of gene in the Genolist database.'",
http://edamontology.org/data_2740,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Gene name (Genolist)'","'beta12orEarlier'","'Name of an entry (gene) from the Genolist genes database.'",
http://edamontology.org/data_2741,Class,http://edamontology.org/data_2727	http://edamontology.org/data_2091,"'ABS ID'","'beta12orEarlier'","'Identifier of an entry (promoter) from the ABS database.'",
http://edamontology.org/data_2742,Class,http://edamontology.org/data_2911	http://edamontology.org/data_2091,"'AraC-XylS ID'","'beta12orEarlier'","'Identifier of a transcription factor from the AraC-XylS database.'",
http://edamontology.org/data_2743,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Gene name (HUGO)'","'beta12orEarlier'","'Name of an entry (gene) from the HUGO database.'",
http://edamontology.org/data_2744,Class,http://edamontology.org/data_1893	http://edamontology.org/data_2091,"'Locus ID (PseudoCAP)'","'beta12orEarlier'","'Identifier of a locus from the PseudoCAP database.'",
http://edamontology.org/data_2745,Class,http://edamontology.org/data_1893	http://edamontology.org/data_2091,"'Locus ID (UTR)'","'beta12orEarlier'","'Identifier of a locus from the UTR database.'",
http://edamontology.org/data_2746,Class,http://edamontology.org/data_2091	http://edamontology.org/data_2898,"'MonosaccharideDB ID'","'beta12orEarlier'","'Unique identifier of a monosaccharide from the MonosaccharideDB database.'",
http://edamontology.org/data_2747,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Database name (CMD)'","'beta12orEarlier'","'The name of a subdivision of the Collagen Mutation Database (CMD) database.'",
http://edamontology.org/data_2748,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Database name (Osteogenesis)'","'beta12orEarlier'","'The name of a subdivision of the Osteogenesis database.'",
http://edamontology.org/data_2749,Class,http://edamontology.org/data_0976,"'Genome identifier'","'beta12orEarlier'","'An identifier of a particular genome.'",
http://edamontology.org/data_2751,Class,http://edamontology.org/data_2903	http://edamontology.org/data_2091,"'GenomeReviews ID'","'beta12orEarlier'","'An identifier of a particular genome.'",
http://edamontology.org/data_2752,Class,http://edamontology.org/data_2900	http://edamontology.org/data_2091,"'GlycoMap ID'","'beta12orEarlier'","'Identifier of an entry from the GlycosciencesDB database.'",
http://edamontology.org/data_2753,Class,http://edamontology.org/data_3425,"'Carbohydrate conformational map'","'beta12orEarlier'","'A conformational energy map of the glycosidic linkages in a carbohydrate molecule.'",
http://edamontology.org/data_2755,Class,http://edamontology.org/data_1077	http://edamontology.org/data_1009,"'Transcription factor name'","'beta12orEarlier'","'The name of a transcription factor.'",
http://edamontology.org/data_2756,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'TCID'","'beta12orEarlier'","'Identifier of a membrane transport proteins from the transport classification database (TCDB).'",
http://edamontology.org/data_2757,Class,http://edamontology.org/data_1131,"'Pfam domain name'","'beta12orEarlier'","'Name of a domain from the Pfam database.'",
http://edamontology.org/data_2758,Class,http://edamontology.org/data_2910	http://edamontology.org/data_2091,"'Pfam clan ID'","'beta12orEarlier'","'Accession number of a Pfam clan.'",
http://edamontology.org/data_2759,Class,http://edamontology.org/data_2295	http://edamontology.org/data_2091,"'Gene ID (VectorBase)'","'beta12orEarlier'","'Identifier for a gene from the VectorBase database.'",
http://edamontology.org/data_2761,Class,http://edamontology.org/data_1114,"'UTRSite ID'","'beta12orEarlier'","'Identifier of an entry from the UTRSite database of regulatory motifs in eukaryotic UTRs.'",
http://edamontology.org/data_2762,Class,http://edamontology.org/data_2048,"'Sequence signature report'","'beta12orEarlier'","'An informative report about a specific or conserved pattern in a molecular sequence, such as its context in genes or proteins, its role, origin or method of construction, etc.'",
http://edamontology.org/data_2763,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Locus annotation'","'beta12orEarlier'","'An informative report on a particular locus.'",
http://edamontology.org/data_2764,Class,http://edamontology.org/data_1009,"'Protein name (UniProt)'","'beta12orEarlier'","'Official name of a protein as used in the UniProt database.'",
http://edamontology.org/data_2765,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Term ID list'","'beta12orEarlier'","'One or more terms from one or more controlled vocabularies which are annotations on an entity.'",
http://edamontology.org/data_2766,Class,http://edamontology.org/data_2910	http://edamontology.org/data_2091,"'HAMAP ID'","'beta12orEarlier'","'Name of a protein family from the HAMAP database.'",
http://edamontology.org/data_2767,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Identifier with metadata'","'beta12orEarlier'","'Basic information concerning an identifier of data (typically including the identifier itself).  For example, a gene symbol with information concerning its provenance.'",
http://edamontology.org/data_2768,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Gene symbol annotation'","'beta12orEarlier'","'Annotation about a gene symbol.'",
http://edamontology.org/data_2769,Class,http://edamontology.org/data_2901	http://edamontology.org/data_2119,"'Transcript ID'","'beta12orEarlier'","'Identifier of a RNA transcript.'",
http://edamontology.org/data_2770,Class,http://edamontology.org/data_2769	http://edamontology.org/data_2091,"'HIT ID'","'beta12orEarlier'","'Identifier of an RNA transcript from the H-InvDB database.'",
http://edamontology.org/data_2771,Class,http://edamontology.org/data_2295	http://edamontology.org/data_2091,"'HIX ID'","'beta12orEarlier'","'A unique identifier of gene cluster in the H-InvDB database.'",
http://edamontology.org/data_2772,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'HPA antibody id'","'beta12orEarlier'","'Identifier of a antibody from the HPA database.'",
http://edamontology.org/data_2773,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'IMGT/HLA ID'","'beta12orEarlier'","'Identifier of a human major histocompatibility complex (HLA) or other protein from the IMGT/HLA database.'",
http://edamontology.org/data_2774,Class,http://edamontology.org/data_2295	http://edamontology.org/data_2091,"'Gene ID (JCVI)'","'beta12orEarlier'","'A unique identifier of gene assigned by the J. Craig Venter Institute (JCVI).'",
http://edamontology.org/data_2775,Class,http://edamontology.org/data_1009,"'Kinase name'","'beta12orEarlier'","'The name of a kinase protein.'",
http://edamontology.org/data_2776,Class,http://edamontology.org/data_2917	http://edamontology.org/data_2091,"'ConsensusPathDB entity ID'","'beta12orEarlier'","'Identifier of a physical entity from the ConsensusPathDB database.'",
http://edamontology.org/data_2777,Class,http://edamontology.org/data_2099	http://edamontology.org/data_2917,"'ConsensusPathDB entity name'","'beta12orEarlier'","'Name of a physical entity from the ConsensusPathDB database.'",
http://edamontology.org/data_2778,Class,http://edamontology.org/data_2912	http://edamontology.org/data_2091,"'CCAP strain number'","'beta12orEarlier'","'The number of a strain of algae and protozoa from the CCAP database.'",
http://edamontology.org/data_2779,Class,http://edamontology.org/data_0976,"'Stock number'","'beta12orEarlier'","'An identifier of stock from a catalogue of biological resources.'",
http://edamontology.org/data_2780,Class,http://edamontology.org/data_2779	http://edamontology.org/data_2091,"'Stock number (TAIR)'","'beta12orEarlier'","'A stock number from The Arabidopsis information resource (TAIR).'",
http://edamontology.org/data_2781,Class,http://edamontology.org/data_1097	http://edamontology.org/data_2091,"'REDIdb ID'","'beta12orEarlier'","'Identifier of an entry from the RNA editing database (REDIdb).'",
http://edamontology.org/data_2782,Class,http://edamontology.org/data_1131,"'SMART domain name'","'beta12orEarlier'","'Name of a domain from the SMART database.'",
http://edamontology.org/data_2783,Class,http://edamontology.org/data_2091	http://edamontology.org/data_2910,"'Protein family ID (PANTHER)'","'beta12orEarlier'","'Accession number of an entry (family) from the PANTHER database.'",
http://edamontology.org/data_2784,Class,http://edamontology.org/data_2785	http://edamontology.org/data_2091,"'RNAVirusDB ID'","'beta12orEarlier'","'A unique identifier for a virus from the RNAVirusDB database.'",
http://edamontology.org/data_2785,Class,http://edamontology.org/data_2908	http://edamontology.org/data_2913,"'Virus ID'","'beta12orEarlier'","'An accession of annotation on a (group of) viruses (catalogued in a database).'",
http://edamontology.org/data_2786,Class,http://edamontology.org/data_2903	http://edamontology.org/data_2091,"'NCBI Genome Project ID'","'beta12orEarlier'","'An identifier of a genome project assigned by NCBI.'",
http://edamontology.org/data_2787,Class,http://edamontology.org/data_2903	http://edamontology.org/data_2091,"'NCBI genome accession'","'beta12orEarlier'","'A unique identifier of a whole genome assigned by the NCBI.'",
http://edamontology.org/data_2788,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Sequence profile data'","'beta12orEarlier'","'Data concerning, extracted from, or derived from the analysis of a sequence profile, such as its name, length, technical details about the profile or it's construction, the biological role or annotation, and so on.'",
http://edamontology.org/data_2789,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'Protein ID (TopDB)'","'beta12orEarlier'","'Unique identifier for a membrane protein from the TopDB database.'",
http://edamontology.org/data_2790,Class,http://edamontology.org/data_0976,"'Gel ID'","'beta12orEarlier'","'Identifier of a two-dimensional (protein) gel.'",
http://edamontology.org/data_2791,Class,http://edamontology.org/data_2790	http://edamontology.org/data_2099,"'Reference map name (SWISS-2DPAGE)'","'beta12orEarlier'","'Name of a reference map gel from the SWISS-2DPAGE database.'",
http://edamontology.org/data_2792,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'Protein ID (PeroxiBase)'","'beta12orEarlier'","'Unique identifier for a peroxidase protein from the PeroxiBase database.'",
http://edamontology.org/data_2793,Class,http://edamontology.org/data_1072	http://edamontology.org/data_2091,"'SISYPHUS ID'","'beta12orEarlier'","'Identifier of an entry from the SISYPHUS database of tertiary structure alignments.'",
http://edamontology.org/data_2794,Class,http://edamontology.org/data_1893	http://edamontology.org/data_2795	http://edamontology.org/data_2091,"'ORF ID'","'beta12orEarlier'","'Accession of an open reading frame (catalogued in a database).'",
http://edamontology.org/data_2795,Class,http://edamontology.org/data_0976,"'ORF identifier'","'beta12orEarlier'","'An identifier of an open reading frame.'",
http://edamontology.org/data_2796,Class,http://edamontology.org/data_2900	http://edamontology.org/data_2091,"'Linucs ID'","'beta12orEarlier'","'Identifier of an entry from the GlycosciencesDB database.'",
http://edamontology.org/data_2797,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'Protein ID (LGICdb)'","'beta12orEarlier'","'Unique identifier for a ligand-gated ion channel protein from the LGICdb database.'",
http://edamontology.org/data_2798,Class,http://edamontology.org/data_2728	http://edamontology.org/data_2091,"'MaizeDB ID'","'beta12orEarlier'","'Identifier of an EST sequence from the MaizeDB database.'",
http://edamontology.org/data_2799,Class,http://edamontology.org/data_2295	http://edamontology.org/data_2091,"'Gene ID (MfunGD)'","'beta12orEarlier'","'A unique identifier of gene in the MfunGD database.'",
http://edamontology.org/data_2800,Class,http://edamontology.org/data_1150	http://edamontology.org/data_2091,"'Orpha number'","'beta12orEarlier'","'An identifier of a disease from the Orpha database.'",
http://edamontology.org/data_2802,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'Protein ID (EcID)'","'beta12orEarlier'","'Unique identifier for a protein from the EcID database.'",
http://edamontology.org/data_2803,Class,http://edamontology.org/data_1098	http://edamontology.org/data_1855,"'Clone ID (RefSeq)'","'beta12orEarlier'","'A unique identifier of a cDNA molecule catalogued in the RefSeq database.'",
http://edamontology.org/data_2804,Class,http://edamontology.org/data_2907	http://edamontology.org/data_2091,"'Protein ID (ConoServer)'","'beta12orEarlier'","'Unique identifier for a cone snail toxin protein from the ConoServer database.'",
http://edamontology.org/data_2805,Class,http://edamontology.org/data_2294	http://edamontology.org/data_2091,"'GeneSNP ID'","'beta12orEarlier'","'Identifier of a GeneSNP database entry.'",
http://edamontology.org/data_2812,Class,http://edamontology.org/data_0982,"'Lipid identifier'","'beta12orEarlier'","'Identifier of a lipid.'",
http://edamontology.org/data_2831,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Databank'","'beta12orEarlier'","'A flat-file (textual) data archive.'",
http://edamontology.org/data_2832,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Web portal'","'beta12orEarlier'","'A web site providing data (web pages) on a common theme to a HTTP client.'",
http://edamontology.org/data_2835,Class,http://edamontology.org/data_2295	http://edamontology.org/data_2091,"'Gene ID (VBASE2)'","'beta12orEarlier'","'Identifier for a gene from the VBASE2 database.'",
http://edamontology.org/data_2836,Class,http://edamontology.org/data_2785	http://edamontology.org/data_2091,"'DPVweb ID'","'beta12orEarlier'","'A unique identifier for a virus from the DPVweb database.'",
http://edamontology.org/data_2837,Class,http://edamontology.org/data_2365	http://edamontology.org/data_2091,"'Pathway ID (BioSystems)'","'beta12orEarlier'","'Identifier of a pathway from the BioSystems pathway database.'",
http://edamontology.org/data_2838,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Experimental data (proteomics)'","'beta12orEarlier'","'Data concerning a proteomics experiment.'",
http://edamontology.org/data_2849,Class,http://edamontology.org/data_2526,"'Abstract'","'beta12orEarlier'","'An abstract of a scientific article.'",
http://edamontology.org/data_2850,Class,http://edamontology.org/data_0883,"'Lipid structure'","'beta12orEarlier'","'3D coordinate and associated data for a lipid structure.'",
http://edamontology.org/data_2851,Class,http://edamontology.org/data_1463,"'Drug structure'","'beta12orEarlier'","'3D coordinate and associated data for the (3D) structure of a drug.'",
http://edamontology.org/data_2852,Class,http://edamontology.org/data_1463,"'Toxin structure'","'beta12orEarlier'","'3D coordinate and associated data for the (3D) structure of a toxin.'",
http://edamontology.org/data_2854,Class,http://edamontology.org/data_1354	http://edamontology.org/data_2082,"'Position-specific scoring matrix'","'beta12orEarlier'","'A simple matrix of numbers, where each value (or column of values) is derived derived from analysis of the corresponding position in a sequence alignment.'",
http://edamontology.org/data_2855,Class,http://edamontology.org/data_2082,"'Distance matrix'","'beta12orEarlier'","'A matrix of distances between molecular entities, where a value (distance) is (typically) derived from comparison of two entities and reflects their similarity.'",
http://edamontology.org/data_2856,Class,http://edamontology.org/data_2855,"'Structural distance matrix'","'beta12orEarlier'","'Distances (values representing similarity) between a group of molecular structures.'",
http://edamontology.org/data_2857,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Article metadata'","'beta12orEarlier'","'Bibliographic data concerning scientific article(s).'",
http://edamontology.org/data_2858,Class,http://edamontology.org/data_2353,"'Ontology concept'","'beta12orEarlier'","'A concept from a biological ontology.'",
http://edamontology.org/data_2865,Class,http://edamontology.org/data_0914,"'Codon usage bias'","'beta12orEarlier'","'A numerical measure of differences in the frequency of occurrence of synonymous codons in DNA sequences.'",
http://edamontology.org/data_2866,Class,http://www.w3.org/2002/07/owl#DeprecatedClass,"'Northern blot report'","'beta12orEarlier'","'Northern Blot experiments.'",
http://edamontology.org/data_2870,Class,http://edamontology.org/data_1280,"'Radiation hybrid map'","'beta12orEarlier'","'A map showing distance between genetic markers estimated by radiation-induced breaks in a chromosome.'",
